"t","c","o","h","l","v","date","s"
"1346198400","50.0935030552","50.141523612307","50.0935030552","49.661318041233","620","2012-08-29 00:00:00",""
"1346284800","50.045482498093","50.0935030552","50.141523612307","49.997461940985","730","2012-08-30 00:00:00",""
"1346544000","51.438078654208","50.045482498093","51.438078654208","50.237564726522","7250","2012-09-02 00:00:00",""
"1346630400","51.58214032553","51.438078654208","52.446510353463","51.149955311563","13090","2012-09-03 00:00:00",""
"1346716800","51.822243111067","51.58214032553","52.110366453712","51.630160882637","10580","2012-09-04 00:00:00",""
"1346803200","51.342037539993","51.822243111067","51.822243111067","51.101934754456","7230","2012-09-05 00:00:00",""
"1346889600","51.630160882637","51.342037539993","51.870263668174","51.342037539993","5960","2012-09-06 00:00:00",""
"1347148800","51.149955311563","51.630160882637","51.342037539993","51.101934754456","1850","2012-09-09 00:00:00",""
"1347235200","51.342037539993","51.149955311563","51.3900580971","51.294016982885","1590","2012-09-10 00:00:00",""
"1347321600","51.630160882637","51.342037539993","51.630160882637","51.3900580971","800","2012-09-11 00:00:00",""
"1347408000","51.534119768422","51.630160882637","51.630160882637","51.342037539993","3750","2012-09-12 00:00:00",""
"1347494400","51.486099211315","51.534119768422","51.630160882637","51.342037539993","470","2012-09-13 00:00:00",""
"1347753600","51.534119768422","51.486099211315","51.58214032553","51.342037539993","3100","2012-09-16 00:00:00",""
"1347840000","51.245996425778","51.534119768422","51.342037539993","51.101934754456","2310","2012-09-17 00:00:00",""
"1347926400","52.014325339497","51.245996425778","52.014325339497","51.342037539993","500","2012-09-18 00:00:00",""
"1348012800","51.630160882637","52.014325339497","52.014325339497","51.630160882637","950","2012-09-19 00:00:00",""
"1348099200","51.534119768422","51.630160882637","51.534119768422","51.486099211315","1310","2012-09-20 00:00:00",""
"1348358400","51.630160882637","51.534119768422","51.870263668174","51.486099211315","2620","2012-09-23 00:00:00",""
"1348444800","51.534119768422","51.630160882637","51.534119768422","51.438078654208","540","2012-09-24 00:00:00",""
"1348531200","51.438078654208","51.534119768422","51.58214032553","51.342037539993","1320","2012-09-25 00:00:00",""
"1348617600","51.3900580971","51.438078654208","52.110366453712","51.294016982885","6870","2012-09-26 00:00:00",""
"1348704000","51.197975868671","51.3900580971","51.630160882637","51.197975868671","3370","2012-09-27 00:00:00",""
"1348963200","51.245996425778","51.197975868671","51.342037539993","51.245996425778","1630","2012-09-30 00:00:00",""
"1349049600","51.966304782389","51.245996425778","51.966304782389","50.813811411811","3980","2012-10-01 00:00:00",""
"1349136000","50.717770297596","51.966304782389","51.678181439745","50.525688069167","11280","2012-10-02 00:00:00",""
"1349222400","50.189544169415","50.717770297596","50.525688069167","49.997461940985","6880","2012-10-03 00:00:00",""
"1349308800","51.486099211315","50.189544169415","51.486099211315","49.90142082677","6330","2012-10-04 00:00:00",""
"1349568000","49.975852690287","54.975993199097","51.211181521875","49.975852690287","140","2012-10-07 00:00:00",""
"1349654400","48.799349041155","49.975852690287","49.74055196046","48.799349041155","470","2012-10-08 00:00:00",""
"1349740800","48.622873493785","48.799349041155","48.622873493785","48.622873493785","10","2012-10-09 00:00:00",""
"1349913600","48.387572763959","48.622873493785","48.387572763959","48.387572763959","10","2012-10-11 00:00:00",""
"1350172800","48.622873493785","48.387572763959","48.622873493785","48.505223128872","440","2012-10-14 00:00:00",""
"1350259200","48.505223128872","48.622873493785","48.505223128872","48.505223128872","40","2012-10-15 00:00:00",""
"1350518400","48.505223128872","48.505223128872","48.505223128872","48.505223128872","20","2012-10-18 00:00:00",""
"1351555200","48.622873493785","48.505223128872","48.622873493785","48.622873493785","180","2012-10-30 00:00:00",""
"1351728000","49.799377142917","48.622873493785","49.799377142917","48.858174223612","50","2012-11-01 00:00:00",""
"1351987200","51.034705974505","49.799377142917","51.034705974505","50.034677872743","100","2012-11-04 00:00:00",""
"1352073600","52.50533553592","51.034705974505","52.50533553592","51.328831886788","1770","2012-11-05 00:00:00",""
"1352160000","52.50533553592","52.50533553592","53.681839185052","52.50533553592","2220","2012-11-06 00:00:00",""
"1352246400","53.034762178029","52.50533553592","53.093587360486","52.740636265746","1350","2012-11-07 00:00:00",""
"1352332800","53.270062907856","53.034762178029","53.505363637682","53.270062907856","660","2012-11-08 00:00:00",""
"1352592000","53.034762178029","53.270062907856","53.034762178029","53.034762178029","100","2012-11-11 00:00:00",""
"1352678400","52.68181108329","53.034762178029","52.740636265746","52.15238444118","250","2012-11-12 00:00:00",""
"1353196800","52.68181108329","52.68181108329","52.68181108329","52.68181108329","50","2012-11-18 00:00:00",""
"1353369600","52.15238444118","52.68181108329","52.917111813116","52.15238444118","720","2012-11-20 00:00:00",""
"1353456000","51.975908893811","52.15238444118","51.975908893811","51.975908893811","60","2012-11-21 00:00:00",""
"1353542400","52.093559258724","51.975908893811","52.15238444118","51.681782981528","950","2012-11-22 00:00:00",""
"1353801600","51.505307434158","52.093559258724","51.799433346441","51.505307434158","30","2012-11-25 00:00:00",""
"1353888000","51.740608163984","51.505307434158","51.740608163984","51.740608163984","2700","2012-11-26 00:00:00",""
"1353974400","51.446482251701","51.740608163984","51.446482251701","51.152356339419","120","2012-11-27 00:00:00",""
"1354060800","50.681754879766","51.446482251701","51.446482251701","50.681754879766","3230","2012-11-28 00:00:00",""
"1354147200","50.975880792049","50.681754879766","50.975880792049","50.681754879766","120","2012-11-29 00:00:00",""
"1354406400","50.681754879766","50.975880792049","50.681754879766","50.681754879766","110","2012-12-02 00:00:00",""
"1354579200","51.270006704332","50.681754879766","51.270006704332","50.975880792049","140","2012-12-04 00:00:00",""
"1354665600","51.270006704332","51.270006704332","51.564132616615","51.270006704332","610","2012-12-05 00:00:00",""
"1354752000","51.622957799071","51.270006704332","51.622957799071","51.270006704332","680","2012-12-06 00:00:00",""
"1355011200","51.622957799071","51.622957799071","51.622957799071","51.564132616615","510","2012-12-09 00:00:00",""
"1355097600","51.328831886788","51.622957799071","51.328831886788","51.328831886788","500","2012-12-10 00:00:00",""
"1355184000","51.622957799071","51.328831886788","51.917083711354","51.622957799071","1100","2012-12-11 00:00:00",""
"1355356800","51.328831886788","51.622957799071","51.387657069245","51.270006704332","340","2012-12-13 00:00:00",""
"1355616000","51.917083711354","51.328831886788","51.917083711354","51.622957799071","760","2012-12-16 00:00:00",""
"1355702400","52.093559258724","51.917083711354","52.093559258724","51.622957799071","760","2012-12-17 00:00:00",""
"1355788800","51.211181521875","52.093559258724","51.799433346441","50.917055609592","560","2012-12-18 00:00:00",""
"1355875200","51.505307434158","51.211181521875","51.505307434158","51.270006704332","670","2012-12-19 00:00:00",""
"1355961600","51.858258528898","51.505307434158","51.858258528898","51.740608163984","1120","2012-12-20 00:00:00",""
"1356220800","51.858258528898","51.858258528898","51.858258528898","51.858258528898","180","2012-12-23 00:00:00",""
"1356307200","51.446482251701","51.858258528898","51.740608163984","51.387657069245","1620","2012-12-24 00:00:00",""
"1356480000","51.270006704332","51.446482251701","51.270006704332","51.270006704332","60","2012-12-26 00:00:00",""
"1356566400","51.505307434158","51.270006704332","51.564132616615","51.505307434158","340","2012-12-27 00:00:00",""
"1356998400","51.152356339419","51.505307434158","51.799433346441","51.152356339419","600","2013-01-01 00:00:00",""
"1357084800","50.858230427136","51.152356339419","51.446482251701","50.858230427136","1740","2013-01-02 00:00:00",""
"1357171200","51.211181521875","50.858230427136","51.446482251701","51.152356339419","1250","2013-01-03 00:00:00",""
"1357430400","51.446482251701","51.211181521875","51.446482251701","51.446482251701","50","2013-01-06 00:00:00",""
"1357516800","51.740608163984","51.446482251701","51.740608163984","51.740608163984","10","2013-01-07 00:00:00",""
"1357603200","51.858258528898","51.740608163984","51.975908893811","51.858258528898","1020","2013-01-08 00:00:00",""
"1357776000","51.564132616615","51.858258528898","51.564132616615","51.564132616615","20","2013-01-10 00:00:00",""
"1358035200","51.858258528898","51.564132616615","52.15238444118","51.564132616615","490","2013-01-13 00:00:00",""
"1358208000","51.681782981528","51.858258528898","51.858258528898","51.564132616615","650","2013-01-15 00:00:00",""
"1358294400","51.387657069245","51.681782981528","51.564132616615","51.387657069245","660","2013-01-16 00:00:00",""
"1358380800","51.858258528898","51.387657069245","52.270034806094","51.564132616615","4040","2013-01-17 00:00:00",""
"1358640000","51.328831886788","51.858258528898","51.564132616615","51.328831886788","830","2013-01-20 00:00:00",""
"1358726400","51.622957799071","51.328831886788","51.622957799071","51.622957799071","380","2013-01-21 00:00:00",""
"1358812800","51.917083711354","51.622957799071","51.917083711354","51.917083711354","40","2013-01-22 00:00:00",""
"1358899200","51.975908893811","51.917083711354","52.15238444118","51.858258528898","2170","2013-01-23 00:00:00",""
"1358985600","52.093559258724","51.975908893811","52.15238444118","52.093559258724","250","2013-01-24 00:00:00",""
"1359244800","51.799433346441","52.093559258724","52.093559258724","51.799433346441","3030","2013-01-27 00:00:00",""
"1359331200","51.858258528898","51.799433346441","51.858258528898","51.858258528898","800","2013-01-28 00:00:00",""
"1359504000","51.858258528898","51.858258528898","51.858258528898","51.858258528898","90","2013-01-30 00:00:00",""
"1359590400","51.917083711354","51.858258528898","51.917083711354","51.622957799071","770","2013-01-31 00:00:00",""
"1359849600","52.446510353463","51.917083711354","52.446510353463","51.858258528898","730","2013-02-03 00:00:00",""
"1359936000","52.387685171007","52.446510353463","53.034762178029","52.211209623637","1060","2013-02-04 00:00:00",""
"1360022400","52.15238444118","52.387685171007","52.15238444118","51.799433346441","240","2013-02-05 00:00:00",""
"1360108800","52.15238444118","52.15238444118","52.15238444118","52.15238444118","90","2013-02-06 00:00:00",""
"1360454400","52.15238444118","52.15238444118","52.15238444118","52.15238444118","450","2013-02-10 00:00:00",""
"1360627200","52.15238444118","52.15238444118","52.15238444118","52.15238444118","180","2013-02-12 00:00:00",""
"1360713600","52.446510353463","52.15238444118","52.446510353463","52.446510353463","54","2013-02-13 00:00:00",""
"1360800000","52.622985900833","52.446510353463","53.034762178029","52.622985900833","940","2013-02-14 00:00:00",""
"1361059200","53.623014002595","52.622985900833","53.623014002595","52.740636265746","550","2013-02-17 00:00:00",""
"1361232000","52.740636265746","53.623014002595","53.623014002595","52.740636265746","1200","2013-02-19 00:00:00",""
"1361318400","52.622985900833","52.740636265746","52.622985900833","52.622985900833","120","2013-02-20 00:00:00",""
"1361404800","52.446510353463","52.622985900833","52.50533553592","52.32885998855","250","2013-02-21 00:00:00",""
"1361664000","51.858258528898","52.446510353463","52.446510353463","51.858258528898","1620","2013-02-24 00:00:00",""
"1361750400","52.740636265746","51.858258528898","52.740636265746","52.15238444118","4970","2013-02-25 00:00:00",""
"1361836800","52.446510353463","52.740636265746","52.622985900833","52.446510353463","251","2013-02-26 00:00:00",""
"1361923200","52.917111813116","52.446510353463","52.917111813116","52.270034806094","1000","2013-02-27 00:00:00",""
"1362009600","53.034762178029","52.917111813116","53.034762178029","52.85828663066","700","2013-02-28 00:00:00",""
"1362268800","53.152412542942","53.034762178029","53.211237725399","53.034762178029","880","2013-03-03 00:00:00",""
"1362355200","53.034762178029","53.152412542942","53.034762178029","52.85828663066","700","2013-03-04 00:00:00",""
"1362441600","52.917111813116","53.034762178029","52.917111813116","52.917111813116","130","2013-03-05 00:00:00",""
"1362528000","53.211237725399","52.917111813116","53.211237725399","52.799461448203","652","2013-03-06 00:00:00",""
"1362614400","53.387713272769","53.211237725399","54.152440644704","53.328888090312","5860","2013-03-07 00:00:00",""
"1362960000","53.623014002595","53.387713272769","53.917139914878","53.328888090312","4360","2013-03-11 00:00:00",""
"1363132800","53.740664367508","53.623014002595","54.093615462248","53.623014002595","1870","2013-03-13 00:00:00",""
"1363219200","53.270062907856","53.740664367508","54.093615462248","53.270062907856","1980","2013-03-14 00:00:00",""
"1363478400","52.975936995573","53.270062907856","52.975936995573","52.975936995573","480","2013-03-17 00:00:00",""
"1363564800","52.446510353463","52.975936995573","52.68181108329","52.15238444118","1890","2013-03-18 00:00:00",""
"1363651200","52.446510353463","52.446510353463","52.446510353463","52.446510353463","170","2013-03-19 00:00:00",""
"1363737600","52.446510353463","52.446510353463","52.446510353463","52.446510353463","40","2013-03-20 00:00:00",""
